Cycle,0.820396541967
Average Width,12.9759895057
Width,,11.3912193855,8.30820162121,9.06935326499,8.79453564682,11.3946173489,11.994521507,11.1986355344,10.6647846944,12.1394910132,11.754327735,11.1267528588,13.1126977957,12.7781993092,11.8358581142,10.0955599949,12.136824731,14.1808129177,0,11.6154288202,17.5260895747,10.1051024831,12.9737197237,11.3586855199,11.9039101651,12.8785944327,0,0,0,0,11.8427648857,0,10.2874798923,12.4032239924,9.96571762522,11.9367155321,11.3225379006,12.6983955804,12.1714310462,14.3606003141,12.0659647388,10.7530708824,11.3309388534,10.4010516687,10.9930979334,11.3758227962,11.2501759696,11.3035375703,11.2067402918,10.9374911756,11.3668568791,0,13.9641466432,11.2257766254,10.6448459464,11.5314185728,12.381333931,11.1255627425,12.5620706718,10.494803727,12.5021410116,12.4397906498,12.4379327705,8.49694559401,0.0,0.0,14.5700896474,14.6590112558,14.0490635213,12.8995310869,18.1152761568,15.7068159221,14.7775499494,19.2335425223,16.1655051059,12.9784318273,20.6292566814,13.832705417,20.1022359272,19.5997076227,27.0034481893,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8007009666,18.0060535082,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Point3,H6,(-0.128048604841 2),(-0.0276484176287 184),(-4.4408920985e-14 345),(-1.68753899743e-14 526),(-1.68753899743e-14 715),(-1.68753899743e-14 863),(6.2172489379e-15 1050),(-1.7763568394e-14 1226),(-1.7763568394e-14 1406),(-3.01980662698e-14 1576),(-1.42108547152e-14 1771),(-0.000243423681161 1961),(1.7763568394e-15 2125),(-0.0062835494256 2301),(-0.0133964234131 2478),(-8.881784197e-16 2631),(1.59872115546e-14 2812),(1.7763568394e-15 2975),(-0.0182058398738 3123),(-0.0591261750954 3241),(-3.5527136788e-15 3438),(-0.00819347545839 3610),(-7.9936057773e-15 3771),(-1.06581410364e-14 3931),(-1.7763568394e-15 4108),(-0.0680147012157 4267),(5.3290705182e-15 4459),(7.54951656745e-15 4578),(-0.00352360688913 4634),(1.06581410364e-14 4810),(4.4408920985e-15 4971),(1.33226762955e-14 5143),(1.15463194561e-14 5303),(1.81614198676 5408),(-3.5527136788e-15 5470),(3.5527136788e-15 5649),(0.0 5834),(1.33226762955e-14 6013),(-0.0485176956207 6183),(-0.0124346080886 6331),(-1.7763568394e-15 6506),(-0.00585206418216 6685),(1.15463194561e-14 6859),(1.68753899743e-14 7020),(2.13162820728e-14 7196),(1.42108547152e-14 7383),(2.22044604925e-14 7540),(1.06581410364e-14 7709),(2.48689957516e-14 7892),(-1.7763568394e-15 8059),(2.75335310107e-14 8234),(3.73034936274e-14 8411),(1.86517468137e-14 8587),(5.3290705182e-14 8763),(3.19744231092e-14 8939),(2.6645352591e-14 9099),(2.75335310107e-14 9241),(-0.0119846812228 9403),(-1.24344978758e-14 9565),(1.7763568394e-15 9740),(-3.5527136788e-15 9907),(-0.00206130547587 10072),(-1.06581410364e-14 10237),(-2.13162820728e-14 10407),(-1.7763568394e-14 10575),(-3.5527136788e-15 10699),(8.881784197e-15 10875),(-0.0100142836916 11021),(-1.42108547152e-14 11180),(-2.6645352591e-14 11340),(-1.24344978758e-14 11500),(5.3290705182e-15 11657),(-2.13162820728e-14 11821),(-1.7763568394e-14 11981),(-0.00383329934045 12142),(-8.881784197e-15 12316),(-2.30926389122e-14 12491),(-0.00706343539553 12663),(-1.06581410364e-14 12811),(5.3290705182e-15 12969),(-1.06581410364e-14 13124),(-1.42108547152e-14 13294),(-2.84217094304e-14 13473),(-1.7763568394e-15 13661),(-3.5527136788e-14 13852),(-0.0097294693167 14024),(-0.00184695627644 14192),(-2.84217094304e-14 14366),(-2.84217094304e-14 14538),(-1.42108547152e-14 14684),(-1.7763568394e-14 14851),(-0.0123114965792 15034),(1.33226762955e-14 15197),(-0.000723241194445 15368),(-1.06581410364e-14 15547),(-1.95399252334e-14 15709),(-1.59872115546e-14 15885),(-1.7763568394e-15 16073),(7.1054273576e-15 16253),(3.01980662698e-14 16398),(1.42108547152e-14 16570),(1.95399252334e-14 16733),(8.881784197e-15 16894),(1.24344978758e-14 17051),(5.3290705182e-15 17199),(8.881784197e-15 17361),(1.24344978758e-14 17534),(1.24344978758e-14 17691),(1.06581410364e-14 17838),(1.50990331349e-14 17979),(-8.881784197e-15 18120),(-1.06581410364e-14 18254),(-2.13162820728e-14 18398),(-1.24344978758e-14 18546),(8.881784197e-15 18709),(-5.3290705182e-15 18864),
Point4,H1,(26.3438094375 45),(12.2964164677 215),(25.085737619 386),(21.0600269448 563),(22.6883384192 743),(21.4183336224 916),(23.8890380837 1077),(24.3075826202 1254),(23.377363417 1443),(24.3395716206 1619),(24.7184862838 1799),(21.9327188813 1988),(21.8560098331 2154),(23.5693704554 2336),(20.9932278114 2512),(24.2952418037 2660),(15.8904919954 2836),(24.893582804 2926),(17.3123854524 3007),(23.3008878551 3156),(17.8444055937 3315),(20.1701156327 3475),(20.3548316346 3641),(20.0122720031 3802),(18.0823794462 3963),(18.0296531783 4142),(16.1405879379 4323),(12.9804769592 4494),(14.235438071 4659),(14.554019743 4836),(15.7885927444 4998),(15.7768238719 5171),(16.3021828428 5331),(18.5887953963 5504),(22.2014635843 5684),(26.1897942699 5862),(19.5793328008 6042),(18.5842794679 6210),(20.6510735919 6370),(22.1489992698 6535),(19.4884105039 6720),(17.5122233194 6886),(18.6504470143 7055),(21.0193473189 7233),(19.4559984789 7411),(18.6925063423 7571),(22.1355237486 7743),(20.1020448539 7923),(20.108243809 8086),(18.6665400026 8262),(6.89216088788 8355),(22.9143166501 8438),(22.118854821 8615),(23.3445947595 8792),(21.9126278386 8966),(23.0749636163 9126),(23.9558597461 9269),(25.7914853851 9431),(29.8708110927 9601),(26.7902897172 9773),(25.6345886687 9939),(28.9649744917 10101),(28.237165374 10272),(30.2517184715 10436),(25.5995543148 10610),(26.7131568054 10764),(29.7301191245 10902),(33.0181833681 11059),(30.8803694741 11211),(30.7171109231 11373),(30.1526563611 11529),(32.0650199707 11686),(29.819624772 11855),(30.0108174222 12013),(32.7834414275 12179),(31.5125315371 12346),(31.1648469029 12519),(28.2870430534 12692),(28.335365849 12838),(31.5644955471 12997),(30.1565221662 13156),(28.6593541036 13330),(29.2604307029 13507),(31.3306744144 13691),(28.3988575894 13880),(27.5361884879 14052),(28.5769242975 14227),(28.6130476413 14401),(26.0005684309 14565),(24.1169098723 14711),(30.1411868852 14885),(21.2942156781 15061),(23.6688835958 15228),(28.3899552778 15398),(28.8750407015 15576),(26.2796871934 15736),(26.9421065648 15915),(29.8491586184 16101),(27.5820271218 16283),(25.1957868315 16432),(29.6037090222 16599),(26.1196002738 16761),(24.5535886076 16927),(26.0272033302 17078),(20.9078612249 17233),(23.5809326437 17397),(21.6353776954 17566),(22.4053544735 17719),(24.180024348 17870),(24.7671920571 18006),(24.528666316 18149),(24.8675894107 18290),(24.3091427161 18428),(25.6225249929 18580),(26.2410250037 18741),(23.2007776222 18897),
Point4,H2,(7.35493884483 72),(7.34912422811 260),,,(0.330103412166 825),(2.06636307617 1001),,,,(4.18166954006 1698),,(0.513610043423 2072),,,(8.82967972208 2542),(12.3542088458 2704),(10.3476943319 2854),,(5.18301743128 3055),,,,(5.94051827457 3685),(4.46443465018 3842),(-0.00825051997659 4043),,,,,(1.7763568394e-15 4911),,,,(1.07515600971 5582),(3.28925472609 5761),(5.42737683601 5947),(1.80001333342 6133),,(3.68121399135 6451),,(1.95622529654 6804),,(2.67373580554 7134),(1.21159345712 7330),(3.23126632119 7458),(2.99304535004 7620),,,(1.96944756832 8179),(5.97701741588 8308),(3.85838769667 8386),,,(2.30935623399 8884),,(7.33800774819 9163),(2.1050698198 9347),,,(8.70581900702 9814),(11.4771623444 9967),,,,(17.7760869426 10633),(12.6254412004 10795),,,(15.4487943774 11251),,(13.4293663265 11567),,(14.6528655893 11888),(14.8595491364 12049),(8.82404079795 12262),,(15.0128152656 12564),(10.5435519305 12736),,,,(15.8369879284 13360),,(18.8492586808 13730),(17.4484424433 13922),,,(16.1158973353 14431),(12.8649120221 14610),(11.3624294642 14755),(15.3067457037 14934),(13.1404570535 15098),(14.8020307903 15266),(15.108254833 15444),(14.3213159696 15619),(14.7252183495 15777),(13.8366420861 15956),(14.0349213915 16149),(5.41178225414 16368),(12.9438142339 16466),,(14.2393326941 16804),(14.8304252751 16965),,,,,(11.4400344905 17763),(13.4931654691 17904),,(10.815257453 18192),(13.527482062 18324),(12.8561293541 18468),,,,
Point4,H3,(9.05766482452 86),(7.39939011532 266),,,(0.602447821312 847),(2.24828415287 1012),,,,(4.27084476223 1706),,(0.731214722584 2083),,,(8.92982465278 2548),(13.8382785331 2719),(11.179132411 2865),,(5.39162556437 3066),,,,(6.50359380124 3697),(4.89730682495 3856),(1.13008515581 4069),,,,,(1.17592650033 4932),,,,(1.37930776898 5594),(4.04227449984 5776),(5.72568917614 5963),(1.82990664419 6139),,(3.8949440773 6462),,(2.15932990925 6815),,(2.89390824843 7146),(1.55285414174 7343),(3.56528035897 7470),(3.11434051451 7629),,,(2.6157104034 8194),(6.33213370255 8319),(4.0420322505 8394),,,(2.70543539083 8896),,(7.89919963463 9174),(2.93267308983 9361),,,(8.77065238482 9819),(11.7013824495 9979),,,,(19.9492546121 10650),(13.7822050053 10808),,,(15.6826432289 11259),,(13.8465384288 11577),,(14.9883204384 11899),(15.1157989272 12058),(8.89072170814 12267),,(15.0517853466 12568),(10.7178229029 12743),,,,(15.9967153414 13368),,(19.5697371887 13741),(17.8033322508 13930),,,(16.4413699468 14442),(12.8690830785 14613),(12.0341584245 14765),(15.3285499739 14938),(14.4135181375 15116),(15.2280139145 15276),(15.5996931472 15454),(14.7422479355 15629),(16.121495299 15790),(14.130508321 15966),(14.043853264 16152),(5.68301830849 16376),(13.3523476423 16477),,(14.5585674742 16813),(14.9585248523 16973),,,,,(11.453496673 17766),(13.6307921757 17911),,(11.278985476 18203),(13.5292083263 18325),(12.9051046799 18474),,,,
Point4,H4,(0.697645702465 154),(-0.0160421261864 318),(1.82000087466 498),(0.583383750275 684),(1.42108547152e-14 862),(2.03402204045 1022),,(0.411984106094 1361),(2.6645352591e-15 1526),(2.30856266047 1743),,(0.659222807623 2090),,(1.02270109814 2442),(2.29989483606 2588),,,,,(-0.0851630838119 3245),(0.107179588506 3407),(0.0616214789693 3575),(2.45644181146 3744),(1.61970533281 3902),(1.12897105287 4071),(-0.0156617248575 4249),,,,(0.890910357715 4942),,,(-0.00852422033758 5408),(-0.00516304203578 5615),(2.01601566899 5805),(3.57616930404 5982),(3.5527136788e-15 6163),(-0.00418851612135 6291),(1.99958732387 6486),,(1.76252897103 6828),(-0.000500949314808 6988),(1.34514090603 7169),(1.15463194561e-14 7361),(0.168883636302 7524),(0.746807078613 7672),(3.37507799486e-14 7874),(4.26315625804 8005),(1.82085857114 8209),,,,,(1.96707127293 8909),,(2.43004765567 9220),(2.12032381219 9374),,(2.17644576557 9711),(1.26572398085 9865),(4.183429863 10026),,(1.67387440787 10385),(5.54215354217 10543),(2.57281735151 10701),(5.3014024449 10849),(2.27560409244 10992),(4.83274308864 11152),(4.16764004215 11311),(4.60686828398 11472),(2.42639861965 11635),(4.66167727462 11791),(4.93928906354 11951),,(4.46740436661 12292),,,(3.57985927968 12784),(3.01256042424 12949),,(3.18636283961 13264),(4.89938079574 13440),(4.64731138272 13632),(5.535982794 13824),,,(5.55910312317 14338),,(4.39384197573 14656),,,(5.52067350362 15169),(6.82425890814 15319),(5.18191577787 15523),(5.00806805755 15680),(4.7049981296 15855),(1.86912127235 16049),(4.09849023202 16223),,(3.48889332916 16548),(4.69579623153 16706),(4.91569178905 16864),,(5.20054818714 17166),(5.59774307691 17329),(6.25442186833 17506),(3.02778568726 17667),(5.24168478517 17808),,,,(4.6151956098 18368),(5.15069031829 18513),,(6.18671568654 18834),,
Point4,H5,(1.05831071618 170),(0.79958320262 334),(1.8230405572 501),(2.16963154324 701),(1.48848185244 881),(2.5282189199 1034),,(1.3841959028 1381),(1.43949317929 1562),(3.23657381125 1755),,(2.53597042229 2109),,(2.32983654394 2460),(2.48031583982 2596),,,,,(2.11153085037 3262),(0.286156092816 3419),(2.00044025484 3597),(2.91471409089 3754),(2.34739061205 3915),(2.49380743622 4092),(2.96801651711 4286),,,,(1.65064456371 4956),,,(2.21039182252 5449),(1.23699352706 5642),(3.19029559343 5819),(4.87110557722 5996),(0.351394792645 6174),(1.39082479876 6316),(2.00408024167 6488),,(3.1363573871 6844),(1.421869065 7006),(1.44025889159 7177),(0.780626655506 7374),(0.299337279481 7532),(3.54265995731 7693),(0.384914959291 7886),(4.66572210178 8019),(2.06639009726 8218),,,,,(3.63959537965 8924),,(2.49194615152 9225),(3.69440740982 9388),,(3.35213707518 9724),(1.46156717811 9875),(4.21334463595 10031),,(1.67864998279 10389),(5.54507543514 10545),(5.87546006698 10717),(5.37975371331 10854),(2.7781393975 11003),(5.6559547954 11163),(5.41451149378 11323),(5.23104877522 11482),(2.65763472817 11643),(5.39048026305 11802),(5.69265051964 11962),,(4.63986118945 12298),,,(4.24777057038 12794),(3.04296781806 12953),,(3.6777580096 13274),(5.05441710403 13447),(5.63887405137 13643),(6.41132913175 13835),,,(5.56039361937 14339),,(4.87566606232 14666),,,(5.82471097387 15177),(6.87827147427 15325),(5.20033129949 15527),(5.80394259052 15691),(5.38372507096 15866),(2.34561328028 16059),(5.03538768263 16235),,(3.5000468022 16551),(5.06459332806 16714),(5.70571354369 16875),,(6.54694266068 17179),(5.94214356852 17338),(6.27300158347 17509),(3.05257540848 17671),(5.60514331593 17817),,,,(5.40897258329 18379),(5.24000496245 18519),,(6.2525758643 18839),,
Point4,H6,(-0.249262677016 3),(-0.0179866601766 185),(-0.0160421261864 318),(-0.0034124537347 528),(-3.28626015289e-14 714),(1.42108547152e-14 862),(7.1054273576e-15 1050),(-8.881784197e-16 1227),(-0.00524247628597 1402),(2.6645352591e-15 1526),(-0.01230829842 1584),(-8.881784197e-15 1771),(9.7699626167e-15 1960),(-0.00493602575894 2123),(2.04281036531e-14 2301),(-0.00307192765849 2478),(-0.0350219854635 2630),(0.0 2812),(10.2097602544 2877),(3.99680288865e-15 2973),(-5.3290705182e-15 3125),(-0.718142515715 3279),(-0.0062817165156 3432),(2.6645352591e-15 3611),(1.95399252334e-14 3771),(-0.0015445027251 3932),(-0.00825051997659 4043),(1.7763568394e-15 4109),(-0.0156617248575 4249),(4.4408920985e-16 4401),(-0.00104902826448 4574),(8.881784197e-15 4811),(1.7763568394e-15 4911),(-0.00973246806001 4970),(-2.6645352591e-15 5143),(3.5527136788e-15 5304),(-0.00852422033758 5408),(-2.6645352591e-15 5468),(-0.00516304203578 5615),(3.5527136788e-15 5834),(8.881784197e-15 6013),(3.5527136788e-15 6163),(-0.00418851612135 6291),(-1.59872115546e-14 6505),(-2.84217094304e-14 6684),(-2.30926389122e-14 6860),(-0.000500949314808 6988),(7.1054273576e-15 7195),(1.15463194561e-14 7361),(1.82076576039e-14 7541),(1.95399252334e-14 7710),(3.37507799486e-14 7874),(-7.1054273576e-15 8059),(-8.881784197e-15 8234),(1.15463194561e-14 8411),(-0.0039938060955 8520),(2.39808173319e-14 8587),(5.3290705182e-15 8762),(3.5527136788e-15 8940),(-2.30926389122e-14 9099),(-1.7763568394e-15 9241),(-0.0100808837259 9403),(-1.7763568394e-15 9565),(-3.19744231092e-14 9740),(-0.00605537385924 9907),(-1.06581410364e-14 10073),(1.06581410364e-14 10236),(-3.5527136788e-15 10407),(2.30926389122e-14 10574),(1.7763568394e-15 10734),(1.06581410364e-14 10875),(-7.1054273576e-15 11022),(2.6645352591e-14 11180),(1.06581410364e-14 11341),(3.19744231092e-14 11500),(1.7763568394e-15 11657),(5.3290705182e-15 11821),(3.5527136788e-14 11981),(2.30926389122e-14 12141),(8.881784197e-15 12315),(8.881784197e-15 12491),(1.06581410364e-14 12662),(-5.3290705182e-15 12811),(1.06581410364e-14 12969),(1.06581410364e-14 13123),(1.06581410364e-14 13295),(-0.00786363235643 13471),(7.1054273576e-15 13660),(1.24344978758e-14 13852),(2.48689957516e-14 14023),(-1.24344978758e-14 14192),(-8.881784197e-15 14366),(-2.30926389122e-14 14538),(-1.24344978758e-14 14684),(-8.881784197e-15 14851),(3.5527136788e-14 15033),(-1.7763568394e-15 15197),(4.08562073062e-14 15369),(0.0 15547),(1.06581410364e-14 15709),(0.0 15884),(7.1054273576e-15 16073),(2.30926389122e-14 16252),(0.0 16398),(1.42108547152e-14 16570),(1.59872115546e-14 16732),(1.06581410364e-14 16894),(7.1054273576e-15 17051),(1.95399252334e-14 17199),(-5.3290705182e-15 17361),(-1.7763568394e-15 17533),(1.7763568394e-15 17690),(-0.00341490154754 17837),(-8.881784197e-15 17979),(-3.5527136788e-15 18121),(5.3290705182e-15 18253),(7.1054273576e-15 18397),(-3.5527136788e-15 18545),(-0.00279799644083 18709),(-2.13162820728e-14 18863),
Point5,H1,(23.0455515011 42),(5.44984025309 250),(16.4595168729 383),(9.34912069338 561),(15.3284715514 740),(16.9145946732 913),(16.0091375329 1074),(17.2220939106 1250),(18.9551911449 1439),(19.9851178744 1615),(18.2033155667 1796),(16.8395344328 1985),(17.9926147044 2151),(19.0658939885 2333),(15.9547850755 2509),(20.4278997843 2657),(14.9259476639 2833),(24.1005410313 2924),(13.9715619005 3002),(18.8024721517 3153),(9.03188799314 3312),(14.913841165 3471),(13.7534715431 3640),(11.5717292053 3798),(11.2701543929 3961),(9.3437808343 4138),(11.2186805058 4318),(7.60975292841 4490),(8.32725436362 4655),(7.50019692843 4832),(9.51504317041 4994),(8.35985549815 5166),(10.5963224507 5328),(11.5250908245 5501),(16.5107363033 5681),(16.0485571028 5859),(12.5399507807 6041),(14.0068258115 6206),(15.9854063083 6366),(14.7005073767 6532),(12.3513893962 6716),(10.5580536079 6882),(11.9110982417 7051),(13.181268935 7230),(12.9287639085 7407),(12.3023295385 7566),(15.4487611125 7740),(14.2042991341 7919),(14.2602535373 8082),(12.2035948814 8258),(18.2846284309 8435),(19.9687065335 8611),(16.6195210837 8788),(16.8901392461 8962),(18.4630590599 9122),(19.0487065866 9265),(20.3836090069 9427),(24.6225622941 9598),(21.7948227814 9769),(21.9639480275 9935),(23.8838346215 10097),(23.8927634092 10268),(22.7489730745 10433),(29.1740561908 10606),(27.3376573189 10760),(23.1853697299 10899),(26.8108101451 11055),(24.6258048445 11207),(24.4728995346 11370),(25.3350730983 11527),(26.253098956 11682),(25.3431881748 11852),(26.3214788221 12009),(28.2483405888 12175),(24.6121924367 12342),(26.4847875074 12516),(24.1637752877 12688),(25.4171838448 12834),(27.9382843934 12994),(25.9068495728 13152),(26.9842442602 13326),(26.8068947774 13504),(29.197963537 13687),(27.4927649009 13876),(27.5305154839 14048),(28.6051690304 14223),(30.2863548578 14397),(28.9022637633 14561),(27.3262022792 14707),(32.8257837594 14881),(29.3109435842 15057),(28.0009664181 15224),(31.8191561069 15394),(31.0854550164 15571),(29.0593310052 15733),(29.7890405544 15913),(29.9328356237 16097),(28.9441054604 16279),(28.180769935 16428),(32.2907843823 16595),(30.4308706736 16757),(28.9960741638 16922),(30.2873783123 17074),(27.6262351828 17229),(31.5594583672 17392),(27.8230464108 17561),(26.6765989297 17715),(27.3311989057 17866),(28.2392835009 18002),(29.3092292622 18145),(28.7793618028 18285),(28.0100264288 18424),(30.352305323 18575),(32.7374710719 18737),(30.0455436005 18893),
Point5,H2,,,,,,,(-2.53130849615e-14 1157),,,,(0.911273839208 1880),,(2.99064729641 2230),,(0.5358273929 2581),(10.5258368614 2699),,,(4.6677113909 3052),,,,(3.58922502963 3681),(-0.00715643079055 3836),,(-0.00479376707913 4188),(0.504242638926 4366),(-9.32587340685e-15 4537),,,,(0.213700751062 5201),(-0.00809180753224 5369),(-0.0872138254805 5571),,(-0.0108561124902 5932),(-6.66133814775e-15 6096),(0.391040391994 6252),(3.45881724244 6413),,(-2.39808173319e-14 6769),,(-0.00138276700935 7115),,(-0.0126078109402 7452),(-0.587895755801 7613),(3.42387698308 7789),(4.79227931625 7955),(-4.08562073062e-14 8153),(1.33226762955e-15 8304),(0.283697591147 8479),(6.80034457955 8657),(1.73194791842e-14 8876),(2.28432305119 9038),(5.16083120612 9159),(-0.0020367117053 9339),,,,(8.85568015941 9963),,,(2.95665062804 10515),(21.3298305495 10629),(12.3046112336 10792),,,,,(10.9993271381 11563),,,(12.1232373656 12045),,,(12.7632967809 12558),(8.27159043934 12732),(12.4389772611 12873),,,(14.6327242173 13357),,(17.6483109318 13726),,,,(16.7385604181 14429),(13.2343582339 14607),(12.56258351 14751),(16.0408559479 14929),(14.7852898388 15101),(15.7181661355 15262),(15.3811673384 15440),(14.4033108528 15615),(14.5987754147 15773),,,(4.99591293029 16363),(13.0440202325 16460),,(15.1096479929 16800),(14.9355213302 16959),,,(8.99128871869 17478),,(11.8424311076 17758),(13.1987088651 17901),(11.7553899382 18047),(11.2152456895 18190),(14.0507182819 18317),(14.1356738171 18464),,,,
Point5,H3,,,,,,,(1.26657105892 1183),,,,(1.02168477506 1889),,(3.00107300213 2234),,(1.2625271212 2596),(12.0337144157 2717),,,(5.80905388468 3068),,,,(4.21033823556 3695),(1.00341406636 3854),,(1.13815862146 4212),(0.666430563447 4376),(0.61708475192 4559),,,,(0.431138694661 5215),(0.186759111705 5382),(1.28121153414 5593),,(1.7544497059 5962),(1.93014701487 6137),(0.578312171104 6264),(3.82855531282 6426),,(0.937074444263 6811),,(1.17412933357 7143),,(1.20607135738 7472),(0.712206758213 7631),(3.82821234989 7802),(5.39028756381 7973),(2.13557857523 8193),(4.05280058847 8360),(1.2866513324 8493),(6.88277070853 8663),(0.985901768613 8897),(2.85648439199 9052),(5.52765545926 9169),(1.28453472517 9359),,,,(9.37025988353 9980),,,(3.07765332385 10524),(23.6287609823 10646),(13.015534985 10803),,,,,(11.4904627785 11575),,,(12.4157448239 12055),,,(12.9152403207 12565),(8.48966030639 12740),(12.552003828 12881),,,(14.7550774698 13364),,(17.9784576087 13736),,,,(16.754790966 14433),(13.2350112035 14608),(13.0106842854 14760),(16.1640947179 14935),(15.4932275144 15112),(15.9552472785 15270),(15.9431244481 15450),(15.0380712735 15625),(15.737458943 15786),,,(5.43991153946 16373),(13.2329857252 16469),,(15.4015937299 16808),(15.1898291439 16969),,,(9.01484266544 17481),,(12.0807125802 17766),(13.6398176002 17911),(11.8015727566 18052),(11.5876068908 18199),(14.1910530582 18324),(14.1839027099 18469),,,,
Point5,H4,,,,,(-0.0014122200484 813),,(0.981499803022 1193),(-0.000781746373203 1341),(-0.00453030532393 1518),,(0.239253635618 1908),(-0.00574293614817 2064),(1.36237456107 2261),(-0.0137532528248 2436),,(11.1999602984 2735),,,,(-0.497633122897 3237),,(-0.00323869701881 3555),(1.65970858406 3743),(0.118028379179 3874),(-0.0096250237986 4040),(1.13729749159 4214),(-3.5527136788e-15 4393),(0.547058171448 4568),,,,(-2.62012633812e-14 5236),(-0.00474852101244 5395),(-0.00791712930487 5613),,(1.08141546308 5976),,(-0.00127507467213 6282),(2.84083280647 6448),,(0.77519690854 6822),(-5.3290705182e-15 6947),,,(0.560220265488 7493),(-0.621786344033 7657),(3.01980662698e-14 7866),(3.56532746803 7998),(1.87707511661 8205),(2.9439578664 8380),(-0.0106078571787 8515),(2.82729350076 8716),(0.968375741981 8901),(1.50144226228 9068),(2.36352065213 9215),(0.967685184747 9369),,(0.538808677982 9705),,(3.60169109353 10021),,(0.813089642373 10364),(2.8270500354 10538),(2.44429140809 10698),,(0.779915026391 10989),(3.45929211337 11148),(3.13447224756 11307),(3.64652745609 11469),(1.34711075725 11630),(3.54624928184 11785),(3.32607290881 11947),(2.49368245862 12109),(2.52706198544 12287),(3.52294807715 12462),,(3.16803634552 12779),,,(2.71915329906 13259),(4.48230473428 13437),(3.64866137907 13628),(5.16219578717 13820),,,(5.55932624369 14331),,(4.96867374853 14652),,,(6.03028321446 15165),(6.5349749615 15316),(5.17406324354 15519),(5.37340022553 15676),(4.07615772246 15851),(1.225737466 16044),(3.34029990895 16218),,(2.78554582333 16541),(5.32162425625 16700),(5.30514661941 16860),,(5.25830968134 17162),(6.09938268682 17325),(7.27904797458 17500),(3.07693354333 17660),(5.39298081438 17804),(5.26308435472 17951),,,(4.7873301459 18363),(5.24822552449 18509),,(6.10820822679 18828),,
Point5,H5,,,,,(1.6792171024 844),,(2.19476457241 1208),(0.00801665451575 1348),(2.25845645118 1563),,(1.46511906491 1943),(2.85627114239 2105),(2.46050389268 2279),(1.26579714817 2456),,(11.6317021023 2762),,,,(1.80536674893 3258),,(2.75914997938 3596),(1.67674941103 3748),(1.54413628807 3914),(2.26887676282 4084),(6.01890808566 4284),(1.2801072985 4416),(4.64878073529 4618),,,,(2.0178678089 5291),(2.77419008042 5438),(2.27968301301 5642),,(2.95647742797 5993),,(3.85023756639 6331),(2.86423596384 6454),,(2.35448127121 6841),(1.39238547159 6995),,,(0.708808826944 7505),(2.85435926551 7688),(0.682669362277 7883),(4.92690650899 8019),(1.94665379938 8212),(3.14921267784 8389),(6.05117225707 8569),(3.18343528369 8737),(3.61474497803 8921),(2.18403574819 9080),(2.46020071176 9221),(2.91090520069 9385),,(2.01376208269 9721),,(3.64318834991 10027),,(1.32329755356 10388),(2.84811662966 10543),(5.59240479237 10713),,(1.41213871398 11001),(4.2036470942 11159),(4.21231423932 11320),(4.08385888677 11478),(1.68173561411 11640),(4.23987755397 11798),(4.30979710675 11959),(2.53931278375 12114),(2.82667462345 12295),(3.84697555253 12470),,(3.85454733036 12790),,,(3.35993802285 13271),(4.69085122287 13445),(5.02061922317 13640),(6.11570224507 13831),,,(5.58491329463 14335),,(5.57046834528 14662),,,(6.38867999084 15173),(6.54145856972 15319),(5.19534730345 15523),(6.16493136516 15686),(4.78256735808 15862),(2.11752831826 16056),(4.74623842604 16231),,(3.3345299313 16551),(6.14447893223 16711),(6.23874462688 16871),,(7.08120880519 17176),(6.37403113927 17333),(7.59239613282 17508),(3.66801624881 17671),(5.76889645094 17813),(5.27414427107 17954),,,(6.22626061633 18375),(5.41443763627 18516),,(6.46904619945 18837),,
