Cycle,0.768094771242
Average Width,22.4523886582
Width,,27.8099249758,14.5677395542,9.03801216967,0.0,34.9077196643,0.0,12.3280988659,48.1522218901,9.99038834807,38.1500620135,13.358969969,0.0,22.56226182,0.0,0,0.0,16.1108759692,0.0
Point3,H1,(8.52003642553 29),(6.56950067258 194),(6.18697701066 289),(12.0993185986 368),(10.9232067858 538),(10.4334137462 720),(9.394778744 886),(10.6431440322 1056),(6.79486523873 1218),(13.0646394182 1403),(9.93935420891 1570),(12.4514865062 1741),(12.0282035198 1925),(15.5775874105 2086),(13.3412928518 2251),(14.6248577689 2424),(12.7224094354 2593),(14.55509984 2754),(10.5866742096 2927),
Point3,H2,(2.26448397628 72),,,,(4.54371447589 585),,(5.65065141486 927),(7.95822851449 1084),,,,(8.17537571818 1771),(6.35652722133 1979),(8.70733114645 2114),,,(10.3690505544 2622),,,
Point3,H3,(3.48557358376 92),,,,(5.54643516809 600),,(5.65125757488 929),(8.06458573749 1093),,,,(8.47315381098 1784),(6.46087659874 1987),(10.6822680385 2132),,,(10.4103973308 2629),,,
Point3,H4,(-0.178656110902 130),(2.82535459387 221),,(2.06744831451 469),(3.68745951339 633),(2.94183731943 774),(0.552005019102 984),,,(6.93513155302 1457),(7.00767165024 1607),(1.90801976282 1849),(-1.42108547152e-14 2026),(-6.2172489379e-15 2168),(5.77590563347 2324),(4.90929096437 2494),,,,
Point3,H5,(1.13329182172 149),(5.7904556885 245),,(2.07627874666 474),(3.91853682262 648),(3.72944692571 791),(1.08798577033 996),,,(6.93569988422 1458),(7.58322268751 1620),(1.99577568606 1856),(0.301401945274 2037),(3.17977175117 2193),(5.87204033023 2333),(4.91305960128 2498),,,,
Point3,H6,(-0.0510087064018 2),(-0.178656110902 130),(-1.7763568394e-15 330),(4.4408920985e-15 503),(9.7699626167e-15 679),(2.22044604925e-15 847),(-0.010397259153 1011),(-0.138186396781 1184),(5.93969318174e-15 1253),(-0.0137583906545 1363),(-1.7763568394e-15 1529),(8.881784197e-16 1699),(5.3290705182e-15 1875),(-0.00206593737966 2047),(-6.2172489379e-15 2168),(-0.000324470090465 2379),(-0.00195780932438 2540),(7.1054273576e-15 2715),(-0.0127880195787 2891),
Point4,H1,(9.88681280281 28),(5.82649771968 194),(5.23439651354 290),(12.3378115972 364),(11.5862901603 537),(10.6245969717 717),(9.78783629772 885),(10.1449162958 1053),(7.82822361959 1216),(13.4033743558 1401),(10.5182540027 1570),(14.1490830275 1739),(13.245880781 1923),(18.2906083649 2086),(16.03611927 2251),(15.6678053717 2422),(12.8601889644 2591),(15.6418924452 2754),(11.3008345441 2926),
Point4,H2,(2.73524671575 70),,,,(4.52484258071 584),(2.8292891664 773),(5.52534701999 927),(7.73834326824 1087),,,(7.56988755098 1606),(9.19663378167 1769),,(10.2907543288 2113),,,,,,
Point4,H3,(4.38700617861 92),,,,(5.61553348919 599),(3.40277604189 791),(5.52577118986 928),(7.7445854906 1091),,,(8.35160175456 1619),(9.69155645146 1784),,(12.4211154816 2131),,,,,,
Point4,H4,(0.346309900412 128),(2.10663737022 222),,(1.6888532959 464),(3.6618771604 628),(0.583363813102 823),(0.462902288606 985),,,(6.85075668325 1454),(4.60607721557 1646),(3.80749450855 1820),(-7.9936057773e-15 2024),(-8.881784197e-16 2167),(6.01750768099 2330),(4.99817915863 2490),,(2.71677087405 2857),,
Point4,H5,(1.45770088283 146),(4.64704319227 244),,(1.70589771657 470),(4.46117582429 650),(1.01623148277 835),(0.638484206091 995),,,(6.85546791421 1458),(4.62062570206 1650),(3.96311324922 1829),(0.710406332146 2037),(4.39734815202 2193),(6.03262325273 2334),(5.09948275488 2498),,(2.79403980933 2866),,
Point4,H6,(-0.0437210117192 1),(-0.00592017655887 164),(-0.00961192181922 329),(1.50990331349e-14 501),(-0.00156901160019 681),(3.5527136788e-15 849),(8.881784197e-15 1009),(-0.0584492005034 1185),(-0.000749343439959 1253),(-0.00795719074558 1363),(-0.00502248546562 1529),(-4.4408920985e-15 1701),(-4.4408920985e-15 1875),(-7.9936057773e-15 2024),(-8.881784197e-16 2167),(-7.1054273576e-15 2381),(-2.6645352591e-15 2543),(-5.3290705182e-15 2716),(-0.0157002096734 2893),
