Cycle,0.765339506173
Average Width,0
Width,,11.9160818581,0,0,0,33.4219783607,0,0,0.0,0,12.5924677971,27.8600662789,12.4533335107,0,11.7814163367,15.2315728651,14.2190571714,0,12.9504501555,0,13.1514578288,13.4467405839,13.0003973393,11.5741338941,13.4174698335,12.1377827127,12.3764964962,15.2710856335
Point3,H4,,(1.00501564526 291),,(0.361022691904 644),(1.8580431225 798),(0.189282279977 957),(-6.2172489379e-15 1062),,(0.565106135264 1222),,,(-1.7763568394e-15 1701),(1.70571241349 1904),(0.0 2015),(0.242028411798 2222),(0.337436788823 2374),(1.48955848546 2515),(0.354703492168 2694),(0.643145061809 2822),,,,(-0.00892998076347 3490),(-0.00596075220421 3638),(2.04360833904 3832),,(2.00665756926 4147),,
Point3,H5,,(2.11682511006 312),,(0.991749338377 656),(3.65901934172 816),(1.13534340325 974),(1.66699947085 1079),,(0.777289098531 1234),,,(4.74267941778 1762),(1.77378805572 1912),(1.91945669659 2071),(1.38852431929 2239),(1.6590659876 2397),(3.02348924909 2540),(0.589497901422 2710),(1.54324961012 2835),,,,(1.76312516677 3532),(3.32296052342 3688),(2.73161427105 3861),,(2.57826223228 4159),,
Point3,H6,(-4.88498130835e-15 131),(-0.0274728975446 187),(8.881784197e-15 262),(-0.0038318007049 347),(-0.00453941856595 422),(8.881784197e-16 508),(-0.0124716259334 668),(5.3290705182e-15 745),(-0.00219740663013 986),(-6.2172489379e-15 1062),(6.2172489379e-15 1121),(-0.0186573552795 1262),(-0.0162548651957 1417),(-0.0140548171782 1582),(-1.7763568394e-15 1701),(-0.000618659532829 1868),(1.15463194561e-14 1933),(0.0 2015),(-1.06581410364e-14 2092),(-0.00576744082514 2192),(-2.6645352591e-15 2352),(1.24344978758e-14 2414),(-8.881784197e-16 2572),(-9.7699626167e-15 2729),(1.15463194561e-14 2855),(-7.1054273576e-15 3066),(-1.42108547152e-14 3143),(3.5527136788e-15 3228),(1.06581410364e-14 3390),(-0.00892998076347 3490),(-0.00596075220421 3638),(-1.7763568394e-14 3798),(1.98117745908 3879),(-0.0521106848561 3959),(-0.00980310817494 4045),(-0.0667287859915 4203),
Point4,H1,(17.6774636271 81),(13.478558115 244),(12.8127753163 402),(13.7112345016 567),(12.288735015 733),(13.7283346096 885),(13.9424012374 1044),(12.963559003 1203),(15.6621408861 1364),(21.978831015 1518),(13.8127313019 1682),(14.9123652197 1844),(13.2264377631 2003),(16.0251827539 2163),(14.9663958739 2322),(18.0020185019 2481),(15.0979293168 2644),(15.9988453513 2804),(17.0062436948 2964),(16.4509760216 3125),(15.8211966076 3289),(15.6671542752 3460),(16.6520959928 3617),(16.8998195677 3779),(18.3716204902 3938),(14.7816566825 4115),(13.7920026287 4274),
Point4,H2,(-0.0785888198915 161),,,(2.06807244005 624),(3.5527136788e-15 774),(1.30966721307 939),(8.881784197e-15 1092),(0.306458725934 1257),(4.15190624325 1409),,(1.24344978758e-14 1728),,(1.46549439251e-14 2045),(1.19741796461 2207),(-0.0213136372126 2375),,,(0.887506849501 2850),,,,,,,,(2.07536423069 4152),,
Point4,H3,(0.718356086905 181),,,(2.38745439203 647),(1.71038197901 813),(1.64876977793 956),(2.30552586505 1130),(0.56460855872 1273),(4.29646690973 1417),,(1.55791903351 1746),,(1.66244209578 2078),(1.19822092543 2209),(0.808155989766 2402),,,(1.89253885317 2864),,,,,,,,(2.42878536814 4162),,
Point4,H4,(0.688079709427 186),,,(0.937755277669 673),(1.24509911934 827),(0.281604766287 989),(-0.0170414587608 1151),(-0.298283385695 1297),,,(1.02636120948 1759),(-1.7763568394e-15 1891),(1.07901373483 2093),(-1.55431223448e-14 2252),(0.807067967582 2404),(2.96023562975 2542),(0.433579894009 2722),(-6.2172489379e-15 2887),,,,,(-1.59872115546e-14 3667),,,,,
Point4,H5,(1.20448086399 202),,,(1.0498240395 681),(2.98645945608 845),(0.931073434153 1003),(1.06031898274 1165),(0.101697125071 1321),,,(4.61761945871 1792),(1.92143954233 1939),(1.57182640841 2106),(0.876303593074 2269),(2.06954560716 2427),(3.90840023691 2565),(0.626523154438 2735),(1.08459432289 2914),,,,,(2.70918410088 3720),,,,,
Point4,H6,(-0.0785888198915 161),(-0.0307613721259 216),(-0.0199055757531 290),(2.06519168821 376),(-0.0220043798165 452),(6.2172489379e-15 537),(8.881784197e-16 697),(3.5527136788e-15 774),(-0.00603801262225 1015),(8.881784197e-15 1092),(-0.0170414587608 1151),(-0.298283385695 1297),(-0.017059220044 1445),(-0.033102709882 1613),(1.24344978758e-14 1728),(-1.7763568394e-15 1891),(4.4408920985e-15 1962),(1.46549439251e-14 2045),(-4.4408920985e-15 2122),(-1.55431223448e-14 2252),(-0.0213136372126 2375),(-0.000317754748344 2602),(-0.00131571277891 2753),(-6.2172489379e-15 2887),(1.24344978758e-14 3095),(7.1054273576e-15 3171),(-1.7763568394e-15 3258),(-7.9936057773e-15 3419),(-0.00463766095791 3520),(-1.59872115546e-14 3667),(-1.95399252334e-14 3827),(-8.881784197e-16 4074),(-0.114751330576 4222),
Point5,H1,(6.82411799994 53),(10.2484125128 217),(2.24470163803 309),(6.20711311866 376),(10.299729256 543),(8.08361318856 710),(8.59865841992 858),(8.21565600226 1017),(7.88175803429 1177),(11.1001771534 1339),(17.5293474336 1490),(9.16500684934 1654),(10.8694357731 1816),(8.52057610192 1977),(11.2230868041 2137),(10.8721258574 2294),(12.8203320648 2452),(9.40224395857 2616),(10.3262116157 2777),(11.1635255753 2936),(10.5764847561 3098),(10.7469602784 3266),(10.5235040384 3432),(11.5473166343 3590),(11.7639860381 3752),(11.6239168897 3911),(11.4475755841 4089),(8.81739759637 4245),
Point5,H2,,,,(-5.3290705182e-15 424),,(-1.7763568394e-15 747),(1.09281355506 912),(-0.00586968785535 1065),(-0.00467387680972 1235),(4.33144606669 1381),,(6.66133814775e-15 1702),,(-0.00282223738691 2016),,(-0.00337539228213 2349),,(1.44588253394 2667),,,,,(-0.0122514352303 3493),(-2.22044604925e-15 3639),,,(2.71393615555 4126),,
Point5,H3,,,,(1.15043479348 447),,(1.15402127906 769),(1.51392707284 934),(1.83660159817 1102),(0.251494809579 1249),(4.51839321338 1389),,(0.891876901101 1721),,(1.46089616843 2048),,(0.515153667437 2370),,(1.47895507297 2673),,,,,(0.117310012646 3505),(0.792899143427 3657),,,(2.72048322903 4129),,
Point5,H4,(-0.194860255512 111),(-9.7699626167e-15 265),,(1.1446048391 452),(2.0456769542 603),(0.826320754849 795),(0.0139742887372 963),(-5.77315972805e-15 1122),(-0.313933220179 1268),,,(0.863239490266 1728),(-1.3008127743e-05 1864),(0.753696851711 2068),,(0.419216110069 2380),(2.25839781587 2520),(0.480182826526 2697),(1.33508895314 2823),,,,(0.0494666958748 3515),(0.759093825097 3663),,,(2.06610199623 4150),,
Point5,H5,(3.94758826298 177),(0.416555793927 279),,(2.35309543417 493),(2.28714604185 617),(1.91979778765 817),(0.415728481587 976),(1.07491084011 1137),(0.432758967409 1293),,,(4.31437447007 1776),(1.39274404389 1907),(0.816375284948 2076),,(1.41864742318 2402),(3.59088477595 2542),(0.513740846128 2704),(1.69529211569 2834),,,,(0.822722832766 3538),(2.47960582339 3690),,,(2.08435586556 4155),,
Point5,H6,(-0.241834706831 5),(-0.194860255512 111),(-9.7699626167e-15 265),(-0.0122200696519 348),(-5.3290705182e-15 424),(-0.0161957107972 662),(-1.7763568394e-15 747),(-0.00494201644361 987),(-0.00586968785535 1065),(-0.0150962173769 1150),(-0.313933220179 1268),(-0.0383984277716 1415),(-0.0429366404341 1585),(6.66133814775e-15 1702),(-1.3008127743e-05 1864),(-0.0457206298634 1935),(-0.00282223738691 2016),(-1.02140518266e-14 2094),(-0.000353505280068 2222),(-0.00337539228213 2349),(-1.33226762955e-15 2570),(-0.00236858383855 2723),(-1.33226762955e-15 2859),(-9.7699626167e-15 3068),(-9.7699626167e-15 3144),(4.88498130835e-15 3229),(0.0 3392),(-0.0122514352303 3493),(-2.22044604925e-15 3639),(-6.2172489379e-15 3800),(4.4408920985e-15 3988),(4.4408920985e-15 4046),(-0.0127108006425 4194),
