Cycle,0.775181461353
Average Width,0.0
Width,,0.0,8.01976878861,0.0,0.0,25.3481124408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83262603282,11.0927535661,9.00155918819
Point1,H5,(5.13045340019 133),(16.6551479763 396),(3.38451398123 531),(3.709676994 702),,(19.0378661576 1093),,,,(4.76472204629 1743),,,,(12.4611743148 2420),,(2.89602243895 2849),(4.6873414652 3022),,
Point1,H6,(-9.7699626167e-15 180),(8.881784197e-15 360),(1.42108547152e-14 549),(1.7763568394e-15 725),(5.3290705182e-15 900),(-7.1054273576e-15 1061),(-1.42108547152e-14 1230),(-1.24344978758e-14 1407),(-1.06581410364e-14 1588),(-1.59872115546e-14 1766),(1.7763568394e-15 1944),(-3.5527136788e-15 2131),(-1.24344978758e-14 2321),(-1.7763568394e-15 2504),(5.3290705182e-15 2689),(0.0 2866),(-1.7763568394e-15 3045),(1.24344978758e-14 3235),
Point2,H1,(8.34025815374 151),(33.059903925 276),(8.25614630045 417),(12.3971095992 531),(28.0865072917 708),(21.0683393456 841),(26.4984890234 1035),(23.0858065304 1170),(21.8262266292 1335),(22.862094009 1533),(19.9379486317 1679),(20.3141188545 1750),(18.7718230181 1927),(23.4840645959 2071),(7.96540683007 2185),(17.8560874225 2303),(31.4542745235 2443),(22.5093424302 2776),(21.5461981756 2850),(13.1048940592 2924),(16.389500175 3029),(10.279695689 3106),(15.9983408848 3200),(12.6632572077 3294),
Point2,H2,,(30.7625035004 303),,(-0.33990594771 555),,,,(21.2926779795 1190),,(19.1389156244 1560),(18.9917277615 1704),(-1.7763568394e-14 1787),,(21.0270557975 2103),,,(-0.361162471591 2531),,,,,(6.9238435194 3132),,
Point2,H3,,(30.7625148411 304),,(26.1413251253 633),,,,(22.7521545046 1205),,(19.3638401416 1567),(19.2969233544 1716),(14.0326088948 1822),,(21.2057560184 2110),,,(11.8786578187 2556),,,,,(7.79274402293 3150),,
Point2,H4,,,,(25.5410059911 646),(-0.0474950413367 746),(-0.0063697482832 909),(0.0 1072),(-9.59232693276e-14 1247),,(-9.41469124882e-14 1598),,(12.9778070822 1838),(-2.84217094304e-14 1965),(-0.138611193038 2143),,(-0.312145523731 2331),(-0.0594048290242 2619),,,,,,,
Point2,H5,,,,(26.5816388973 670),(13.5480886759 781),(22.5364775988 989),(21.8940561204 1117),(21.1859189345 1291),,(18.9814936832 1644),,(17.223344317 1898),(16.5224529474 2011),(2.15428077116 2159),,(30.2410697526 2405),(11.3922748737 2674),,,,,,,
Point2,H6,(-14.1999494699 79),(-0.77597086284 181),(-0.423398552567 381),(-0.164247328562 477),(-0.33990594771 555),(-0.0474950413367 746),(-0.0063697482832 909),(0.0 1072),(-9.59232693276e-14 1247),(-5.3290705182e-14 1423),(-9.41469124882e-14 1598),(-1.7763568394e-14 1787),(-2.84217094304e-14 1965),(-0.138611193038 2143),(-1.11022302463e-15 2232),(-0.312145523731 2331),(-0.361162471591 2531),(-0.0594048290242 2619),(-0.327943387805 2700),(1.24344978758e-14 2880),(-3.5527136788e-14 3058),(-8.881784197e-15 3248),(-0.00306897246343 3347),
Point3,H1,(20.6735486899 144),(22.7794642538 280),(22.9926864391 518),(27.1879932486 706),(24.7576226683 840),(29.0585215451 1031),(25.7674688204 1202),(24.3768800925 1328),(24.3653008968 1381),(25.7561009172 1532),(22.8147456144 1719),(23.8841023456 1923),(21.9941072529 2071),(28.3069563909 2295),(25.4275101673 2477),(22.6529735949 2663),(20.2903732949 2779),(21.8684826579 2843),(19.9892704773 3026),(22.2138754326 3203),(10.8010961484 3293),
Point3,H2,,,(2.13162820728e-14 557),,(24.181970817 857),(2.13162820728e-14 1072),,,,(2.13162820728e-14 1598),,,,,,,(19.2122843819 2798),(-0.00916033955752 2880),,
Point3,H3,,,(18.8270594208 609),,(24.2142002357 862),(21.4529094466 1120),,,,(19.7792819906 1646),,,,,,,(19.243426605 2805),(15.7769847255 2926),,
Point3,H4,,,(18.684314671 615),(-0.000707100710496 744),(-1.42108547152e-14 909),(21.3640442294 1127),(2.84217094304e-14 1247),,(2.48689957516e-14 1423),(19.1361987068 1656),,(-0.00748167362315 1966),,(-7.1054273576e-15 2332),,,,(14.9767744639 2938),,
Point3,H5,,,(24.6873548525 681),(15.6795984169 785),(23.7933658775 992),(24.7551208983 1174),(22.2565314242 1294),,(19.9620073684 1470),(22.2737072128 1688),,(15.3975591784 2012),,(25.1062910584 2453),,,,(17.9769513217 3001),,
Point3,H6,(-0.015399560862 188),(-3.5527136788e-15 377),(2.13162820728e-14 557),(-0.000707100710496 744),(-1.42108547152e-14 909),(2.13162820728e-14 1072),(2.84217094304e-14 1247),(2.48689957516e-14 1423),(2.13162820728e-14 1598),(0.0 1787),(-0.00748167362315 1966),(5.3290705182e-15 2141),(-7.1054273576e-15 2332),(-1.06581410364e-14 2529),(3.5527136788e-15 2703),(-0.00916033955752 2880),(7.1054273576e-15 3058),(-0.0277835985407 3249),(-0.0131842042625 3345),
