Cycle,0.718214285714
Average Width,4.47747860886
Width,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Point1,H5,(3.03282254521 132),,(5.14655265483 391),(2.57370376323 592),,,,(2.568147582 1197),,,(1.45565124138 1653),(7.04927089942 1859),,(0.916193965356 2102),(1.77230065827 2262),(3.12803595245 2382),(1.08668795928 2567),,,(2.1669027705 3001),,
Point1,H6,(-1.95399252334e-14 153),(-7.1054273576e-15 310),(-4.4408920985e-15 458),(-2.6645352591e-15 615),(-2.6645352591e-15 774),(-2.22044604925e-15 920),(-0.000505835370583 1059),(-4.4408920985e-15 1223),(-1.33226762955e-15 1378),(0.0 1526),(0.0 1674),(1.33226762955e-15 1828),(-0.00305006336462 1976),(0.0 2125),(3.99680288865e-15 2280),(-1.7763568394e-15 2433),(-4.4408920985e-15 2582),(-8.881784197e-16 2728),(2.6645352591e-15 2876),(3.10862446895e-15 3030),(1.7763568394e-15 3175),
Point2,H1,(5.72844915349 106),(6.10468935806 245),(5.30126128944 379),(6.19977561804 557),(6.76072633689 676),(7.66205742977 846),(8.26818813328 1023),(6.6370391491 1178),(7.49289527576 1297),(7.78285891927 1479),(8.47436551913 1632),(8.95042690721 1772),(8.03246663574 1933),(8.28610278889 2080),(7.69603671115 2229),(9.33948895047 2382),(10.2654714461 2494),(7.71502499446 2683),(7.57697692238 2828),(6.99275388493 2943),(6.9805314275 3131),(7.14459248277 3249),
Point2,H2,,,(4.23039410215 400),,(5.56606290673 703),(6.47119587808 866),,,(6.77786542717 1314),,,(-9.7699626167e-15 1814),,,,,(9.34899097343 2516),,,(6.76971039423 2973),,,
Point2,H3,,,(5.22491200611 415),,(5.97200733868 715),(6.75925185891 876),,,(7.2520718242 1327),,,(6.20484487817 1862),,,,,(9.96008995458 2534),,,(6.96967868503 2984),,,
Point2,H4,(1.7763568394e-15 140),,(-2.11080777581e-05 455),,(-4.4408920985e-15 750),(-9.7699626167e-15 911),(-1.33226762955e-14 1064),,(-8.881784197e-16 1367),,(-7.1054273576e-15 1671),(5.93090531656 1873),(1.7763568394e-15 1963),(7.9936057773e-15 2118),(5.3290705182e-15 2263),,(1.7763568394e-15 2569),,,(-0.00123346169984 3019),(0.0266765588345 3161),,
Point2,H5,(5.43455292238 207),,(4.67095308262 488),,(7.4415591565 821),(7.1216447027 990),(5.47668632481 1125),,(7.76050992716 1440),,(8.02418883647 1735),(7.38001615581 1901),(7.23638725735 2053),(7.39663327754 2194),(5.65956827043 2311),,(7.49282766067 2659),,,(6.60211158723 3100),(0.243474522505 3170),,
Point2,H6,(1.7763568394e-15 140),(-8.881784197e-16 296),(-2.11080777581e-05 455),(-2.6645352591e-15 600),(-4.4408920985e-15 750),(-9.7699626167e-15 911),(-1.33226762955e-14 1064),(-4.4408920985e-15 1208),(-8.881784197e-16 1367),(-0.00174179152953 1515),(-7.1054273576e-15 1671),(-9.7699626167e-15 1814),(1.7763568394e-15 1963),(7.9936057773e-15 2118),(5.3290705182e-15 2263),(7.1054273576e-15 2423),(1.7763568394e-15 2569),(-1.7763568394e-15 2729),(6.2172489379e-15 2870),(-0.00123346169984 3019),(0.0 3180),(8.881784197e-16 3322),
Point3,H1,(9.92078471743 104),(11.3838581029 252),(9.52754664595 412),(10.4804688766 560),(9.5275200218 717),(10.3487851845 876),(10.1775838258 1022),(9.18457992849 1177),(10.9844886558 1326),(10.6173559161 1481),(9.76197382044 1630),(10.3261305544 1775),(9.2740550359 1932),(9.5030764933 2081),(9.06713246237 2231),(10.9300976128 2382),(10.7142158951 2536),(9.05796210575 2684),(9.70236792053 2829),(9.51171667085 2982),(8.74444650003 3132),(9.4633672282 3278),
Point3,H2,,,,,,(-0.000482467340307 909),,,,,,(5.3290705182e-15 1816),(7.1054273576e-15 1963),,(5.3290705182e-15 2263),,,,,,(2.6645352591e-15 3162),,
Point3,H3,,,,,,(0.0797347922336 915),,,,,,(6.27370790212 1862),(0.194419035558 1973),,(1.16775393982 2280),,,,,,(0.278516709215 3172),,
Point3,H4,(1.50990331349e-14 139),(8.881784197e-15 297),(-0.00946963222934 443),(5.3290705182e-15 599),(7.9936057773e-15 750),(0.0466187621441 920),(9.7699626167e-15 1063),(-0.00107061737781 1209),(7.1054273576e-15 1368),,,(6.12807048039 1870),(0.168506358254 1977),(9.7699626167e-15 2119),(1.16493213109 2282),,(-4.4408920985e-15 2569),,,(-2.6645352591e-15 3017),(0.214063754203 3178),,
Point3,H5,(6.87005622639 184),(8.31164908611 383),(0.109761393082 451),(9.07283164408 678),(10.105567968 848),(8.63598847937 989),(7.36033755932 1139),(9.75170937071 1301),(9.81894397653 1442),,,(8.01176797447 1897),(7.6346487201 2050),(7.998548361 2194),(5.50881124972 2312),,(8.11976088017 2657),,,(7.91528095587 3100),(8.24123566223 3247),,
Point3,H6,(1.50990331349e-14 139),(8.881784197e-15 297),(-0.00946963222934 443),(5.3290705182e-15 599),(7.9936057773e-15 750),(-0.000482467340307 909),(9.7699626167e-15 1063),(-0.00107061737781 1209),(7.1054273576e-15 1368),(-0.00383970490778 1515),(-0.0046468419228 1672),(5.3290705182e-15 1816),(7.1054273576e-15 1963),(9.7699626167e-15 2119),(5.3290705182e-15 2263),(-1.7763568394e-15 2424),(-4.4408920985e-15 2569),(-8.881784197e-16 2728),(-0.0047818707049 2869),(-2.6645352591e-15 3017),(2.6645352591e-15 3162),(0.0 3323),
